6.0,1.42014963E9
2.0,1.42023603E9
4.0,1.42049523E9
1.0,1.42075443E9
1.0,1.42101363E9
9.0,1.42196403E9
21.0,1.42205043E9
2.0,1.42222323E9
2.0,1.42239603E9
18.0,1.42282803E9
27.0,1.42291443E9
9.0,1.42300083E9
3.0,1.42308723E9
9.0,1.42334643E9
22.0,1.42343283E9
12.0,1.42351923E9
14.0,1.42360563E9
20.0,1.42369203E9
54.0,1.42377843E9
12.0,1.42403763E9
34.0,1.42412403E9
26.0,1.42421043E9
23.0,1.42429683E9
45.0,1.42438323E9
13.0,1.42464243E9
13.0,1.42472883E9
19.0,1.42481523E9
8.0,1.42490163E9
35.0,1.42498803E9
9.0,1.42507443E9
17.0,1.42524723E9
5.0,1.42533363E9
11.0,1.42542003E9
10.0,1.42550643E9
27.0,1.42559283E9
6.0,1.42567923E9
10.0,1.42585203E9
13.0,1.42593843E9
17.0,1.42602483E9
14.0,1.42611123E9
49.0,1.42619763E9
36.0,1.42645683E9
25.0,1.42654323E9
10.0,1.42662963E9
18.0,1.42671603E9
25.0,1.42680243E9
16.0,1.42706163E9
5.0,1.42714803E9
14.0,1.42723443E9
4.0,1.42732083E9
28.0,1.42740723E9
6.0,1.42749363E9
5.0,1.42766285E9
14.0,1.42774925E9
6.0,1.42783565E9
6.0,1.42792205E9
10.0,1.42800845E9
1.0,1.42826765E9
10.0,1.42835405E9
14.0,1.42844045E9
10.0,1.42852685E9
14.0,1.42861325E9
18.0,1.42869965E9
16.0,1.42887245E9
14.0,1.42904525E9
12.0,1.42913165E9
54.0,1.42921805E9
3.0,1.42939085E9
24.0,1.42947725E9
28.0,1.42956365E9
28.0,1.42965005E9
39.0,1.42973645E9
51.0,1.42982285E9
27.0,1.43008205E9
43.0,1.43016845E9
41.0,1.43025485E9
87.0,1.43034125E9
1.0,1.43042765E9
6.0,1.43051405E9
24.0,1.43068685E9
17.0,1.43077325E9
75.0,1.43085965E9
6.0,1.43094605E9
15.0,1.43103245E9
4.0,1.43111885E9
8.0,1.43129165E9
7.0,1.43137805E9
14.0,1.43146445E9
12.0,1.43163725E9
6.0,1.43172365E9
11.0,1.43189645E9
5.0,1.43198285E9
37.0,1.43206925E9
43.0,1.43215565E9
59.0,1.43224205E9
6.0,1.43232845E9
2.0,1.43241485E9
33.0,1.43250125E9
19.0,1.43258765E9
15.0,1.43267405E9
8.0,1.43276045E9
90.0,1.43284685E9
2.0,1.43293325E9
25.0,1.43319245E9
19.0,1.43327885E9
17.0,1.43336525E9
50.0,1.43345165E9
15.0,1.43371085E9
22.0,1.43379725E9
15.0,1.43388365E9
14.0,1.43397005E9
21.0,1.43405645E9
8.0,1.43414285E9
16.0,1.43431565E9
15.0,1.43440205E9
19.0,1.43448845E9
13.0,1.43457485E9
30.0,1.43466125E9
14.0,1.43474765E9
6.0,1.43483405E9
10.0,1.43492045E9
26.0,1.43500685E9
17.0,1.43509325E9
22.0,1.43517965E9
61.0,1.43526605E9
3.0,1.43543885E9
26.0,1.43552525E9
24.0,1.43561165E9
27.0,1.43569805E9
31.0,1.43578445E9
66.0,1.43587085E9
4.0,1.43595725E9
22.0,1.43613005E9
31.0,1.43621645E9
27.0,1.43630285E9
50.0,1.43638925E9
89.0,1.43647565E9
18.0,1.43673485E9
22.0,1.43682125E9
10.0,1.43690765E9
44.0,1.43699405E9
28.0,1.43708045E9
1.0,1.43716685E9
4.0,1.43725325E9
31.0,1.43733965E9
6.0,1.43742605E9
14.0,1.43751245E9
40.0,1.43759885E9
17.0,1.43768525E9
25.0,1.43794445E9
27.0,1.43803085E9
13.0,1.43811725E9
5.0,1.43820365E9
24.0,1.43829005E9
6.0,1.43837645E9
15.0,1.43854925E9
13.0,1.43863565E9
6.0,1.43872205E9
1.0,1.43932685E9
18.0,1.43949965E9
26.0,1.43958605E9
34.0,1.43975885E9
38.0,1.43984525E9
19.0,1.43993165E9
36.0,1.44001805E9
61.0,1.44010445E9
5.0,1.44019085E9
22.0,1.44036365E9
30.0,1.44045005E9
29.0,1.44053645E9
14.0,1.44062285E9
41.0,1.44070925E9
6.0,1.44079565E9
1.0,1.44088205E9
33.0,1.44096845E9
27.0,1.44105485E9
10.0,1.44114125E9
18.0,1.44122765E9
54.0,1.44131405E9
4.0,1.44140045E9
7.0,1.44157325E9
9.0,1.44165965E9
6.0,1.44174605E9
2.0,1.44183245E9
2.0,1.44191885E9
4.0,1.44200525E9
11.0,1.44217805E9
2.0,1.44226445E9
13.0,1.44235085E9
10.0,1.44243725E9
33.0,1.44252365E9
2.0,1.44261005E9
2.0,1.44269645E9
16.0,1.44286925E9
22.0,1.44295565E9
16.0,1.44304205E9
27.0,1.44312845E9
17.0,1.44338765E9
17.0,1.44347405E9
12.0,1.44356045E9
7.0,1.44364685E9
45.0,1.44373325E9
6.0,1.44381965E9
20.0,1.44399245E9
8.0,1.44407885E9
17.0,1.44416525E9
10.0,1.44425165E9
17.0,1.44433805E9
4.0,1.44442445E9
29.0,1.44459725E9
9.0,1.44468365E9
16.0,1.44477005E9
19.0,1.44485645E9
32.0,1.44494285E9
12.0,1.44520205E9
15.0,1.44528845E9
29.0,1.44537485E9
7.0,1.44546125E9
43.0,1.44554765E9
21.0,1.44563405E9
20.0,1.44581043E9
18.0,1.44589683E9
31.0,1.44598323E9
25.0,1.44606963E9
53.0,1.44615603E9
6.0,1.44624243E9
29.0,1.44641523E9
12.0,1.44650163E9
36.0,1.44658803E9
21.0,1.44667443E9
67.0,1.44676083E9
22.0,1.44702003E9
19.0,1.44710643E9
15.0,1.44719283E9
14.0,1.44727923E9
11.0,1.44736563E9
2.0,1.44745203E9
1.0,1.44762483E9
4.0,1.44771123E9
10.0,1.44779763E9
7.0,1.44788403E9
31.0,1.44797043E9
12.0,1.44805683E9
10.0,1.44822963E9
18.0,1.44831603E9
14.0,1.44840243E9
18.0,1.44848883E9
9.0,1.44857523E9
9.0,1.44866163E9
30.0,1.44883443E9
12.0,1.44892083E9
24.0,1.44900723E9
25.0,1.44909363E9
71.0,1.44918003E9
7.0,1.44926643E9
2.0,1.44935283E9
29.0,1.44943923E9
40.0,1.44952563E9
33.0,1.44961203E9
36.0,1.44969843E9
20.0,1.44978483E9
18.0,1.44995763E9
136.0,1.45004403E9
2.0,1.45030323E9
77.0,1.45038963E9
18.0,1.45047603E9
2.0,1.45056243E9
16.0,1.45064883E9
26.0,1.45073523E9
42.0,1.45082163E9
102.0,1.45090803E9
13.0,1.45108083E9
8.0,1.45125363E9
12.0,1.45134003E9
12.0,1.45142643E9
36.0,1.45151283E9
4.0,1.45168563E9
25.0,1.45185843E9
29.0,1.45194483E9
22.0,1.45203123E9
40.0,1.45211763E9
74.0,1.45220403E9
10.0,1.45229043E9
22.0,1.45246323E9
27.0,1.45254963E9
62.0,1.45263603E9
41.0,1.45272243E9
128.0,1.45280883E9
9.0,1.45315443E9
16.0,1.45324083E9
46.0,1.45332723E9
29.0,1.45341363E9
2.0,1.45350003E9
23.0,1.45367283E9
34.0,1.45375923E9
27.0,1.45384563E9
14.0,1.45393203E9
48.0,1.45401843E9
6.0,1.45410483E9
2.0,1.45419123E9
49.0,1.45427763E9
28.0,1.45436403E9
33.0,1.45445043E9
28.0,1.45453683E9
78.0,1.45462323E9
13.0,1.45470963E9
20.0,1.45488243E9
30.0,1.45496883E9
18.0,1.45505523E9
35.0,1.45514163E9
74.0,1.45522803E9
15.0,1.45531443E9
2.0,1.45540083E9
42.0,1.45548723E9
28.0,1.45557363E9
25.0,1.45566003E9
46.0,1.45574643E9
116.0,1.45583283E9
8.0,1.45591923E9
2.0,1.45600563E9
50.0,1.45609203E9
23.0,1.45617843E9
30.0,1.45626483E9
25.0,1.45635123E9
94.0,1.45643763E9
3.0,1.45652403E9
31.0,1.45669683E9
41.0,1.45678323E9
49.0,1.45686963E9
38.0,1.45695603E9
123.0,1.45704243E9
10.0,1.45712883E9
2.0,1.45721523E9
30.0,1.45730163E9
43.0,1.45738803E9
39.0,1.45747443E9
43.0,1.45756083E9
148.0,1.45764723E9
4.0,1.45782003E9
47.0,1.45790643E9
28.0,1.45799283E9
55.0,1.45807923E9
43.0,1.45816563E9
53.0,1.45825203E9
1.0,1.45859763E9
22.0,1.45911245E9
6.0,1.45919885E9
19.0,1.45928525E9
25.0,1.45937165E9
15.0,1.45945805E9
17.0,1.45954445E9
26.0,1.45971725E9
9.0,1.45980365E9
28.0,1.45989005E9
33.0,1.45997645E9
34.0,1.46006285E9
31.0,1.46014925E9
2.0,1.46023565E9
53.0,1.46032205E9
38.0,1.46040845E9
75.0,1.46049485E9
49.0,1.46058125E9
54.0,1.46066765E9
44.0,1.46075405E9
44.0,1.46092685E9
12.0,1.46101325E9
22.0,1.46109965E9
40.0,1.46118605E9
70.0,1.46127245E9
34.0,1.46135885E9
7.0,1.46144525E9
50.0,1.46153165E9
54.0,1.46161805E9
26.0,1.46170445E9
16.0,1.46179085E9
46.0,1.46187725E9
29.0,1.46239565E9
90.0,1.46248205E9
